disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,Trump 2024,D Governor,R Governor,Dem-led,GOP-led,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
4893,2025-10-22T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND REMNANTS OF TYPHOON HALONG",2025-10-08T00:00:00.000Z,2025-10-13T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Flood,1,,1,,1,2025-10-23T00:00:00.000Z,2026-02-04T00:00:00.000Z,,10,1,0,1,0,"2,W,F",2025-10-16T00:00:00.000Z,https://www.fema.gov/disaster/4893,https://gis.fema.gov/maps/dec_4893.zip,https://gis.fema.gov/maps/dec_4893.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4893%27,f72d8b1d-ce2f-4655-82cd-e49cd21ae0e3,7caf9cb796b0f0009e4632bca8d6f53cfb2fd7c5,2026-02-04T01:01:17.091Z
4873,2025-05-21T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2025-04-02T00:00:00.000Z,2025-04-22T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Flood,1,,1,,1,2025-05-23T00:00:00.000Z,2025-06-24T00:00:00.000Z,,6,1,0,1,0,"W,F,T",2025-05-03T00:00:00.000Z,https://www.fema.gov/disaster/4873,https://gis.fema.gov/maps/dec_4873.zip,https://gis.fema.gov/maps/dec_4873.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4873%27,db0956ed-4d4b-4d6c-ae40-edd84237e230,f5071160cdfc2b76c5010be0b29cdff2da18d9b8,2025-06-24T15:21:58.592Z
4865,2025-05-08T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2025-03-14T00:00:00.000Z,2025-03-15T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm,1,,1,,1,2025-05-13T00:00:00.000Z,2025-05-13T00:00:00.000Z,,6,1,0,0,0,"W,T",2025-03-21T00:00:00.000Z,https://www.fema.gov/disaster/4865,https://gis.fema.gov/maps/dec_4865.zip,https://gis.fema.gov/maps/dec_4865.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4865%27,67b7c43e-4744-4e79-a757-b1ff67e769ef,81b210b7548e3a49b45cdf6c8d410d2a740dc88b,2025-05-14T00:01:33.023Z
4856,2025-01-08T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,2025-01-07T00:00:00.000Z,2025-01-31T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,,1,,1,,2025-01-09T00:00:00.000Z,2025-02-18T00:00:00.000Z,,9,1,0,1,1,"2,R",2025-01-08T00:00:00.000Z,https://www.fema.gov/disaster/4856,https://gis.fema.gov/maps/dec_4856.zip,https://gis.fema.gov/maps/dec_4856.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4856%27,ee718fce-7188-4043-bde7-978e2fbb0ba9,2f558f231382992df3e58041355399476edf8468,2025-03-11T19:21:45.366Z
4882,2025-07-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-03-30T00:00:00.000Z,2025-04-09T00:00:00.000Z,Major Disaster,IN,Indiana                       ,Flood,1,,1,,1,2025-07-23T00:00:00.000Z,2025-08-21T00:00:00.000Z,,5,0,0,1,0,"2,W,F,T",2025-05-28T00:00:00.000Z,https://www.fema.gov/disaster/4882,https://gis.fema.gov/maps/dec_4882.zip,https://gis.fema.gov/maps/dec_4882.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4882%27,23faafd8-1d5b-47ee-b812-46f993de8922,3c2fbc8178e80000d05404fcf42ca734f62f99fa,2025-08-21T23:02:00.169Z
4870,2025-05-21T00:00:00.000Z,SEVERE WINTER STORM,2025-03-19T00:00:00.000Z,2025-03-19T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Winter Storm,1,,1,,1,2025-05-23T00:00:00.000Z,2025-05-23T00:00:00.000Z,,7,0,0,1,0,"5,W",2025-04-15T00:00:00.000Z,https://www.fema.gov/disaster/4870,https://gis.fema.gov/maps/dec_4870.zip,https://gis.fema.gov/maps/dec_4870.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4870%27,821babcf-480a-4116-9b34-b0871378bf17,1f5981405bc935689daf41808274c05fffbc798f,2025-05-23T01:21:18.804Z
4897,2025-12-19T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2025-07-17T00:00:00.000Z,2025-07-22T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,1,,1,,,2025-12-20T00:00:00.000Z,2025-12-20T00:00:00.000Z,,7,0,0,1,0,"2,W,F,T",2025-09-17T00:00:00.000Z,https://www.fema.gov/disaster/4897,https://gis.fema.gov/maps/dec_4897.zip,https://gis.fema.gov/maps/dec_4897.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4897%27,ffd80d02-fb1c-46da-8850-a2e73ae026a4,4a4925f96bc07a2bbd893e264435790cba9423f1,2025-12-20T02:21:22.997Z
4891,2025-09-11T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-06-03T00:00:00.000Z,2025-06-07T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,1,,1,,,2025-09-12T00:00:00.000Z,2025-09-12T00:00:00.000Z,,7,0,0,1,0,"2,W,F,T",2025-08-05T00:00:00.000Z,https://www.fema.gov/disaster/4891,https://gis.fema.gov/maps/dec_4891.zip,https://gis.fema.gov/maps/dec_4891.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4891%27,8fb112f0-ff61-4f0b-8873-f1d1a862e24c,dc940b5d96dadefc0725a9e814aa243ef9f0ac7a,2025-09-12T03:01:14.576Z
4883,2025-07-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-05-18T00:00:00.000Z,2025-05-19T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,1,,1,,,2025-07-23T00:00:00.000Z,2025-07-23T00:00:00.000Z,,7,0,0,1,0,"2,W,F,T",2025-06-17T00:00:00.000Z,https://www.fema.gov/disaster/4883,https://gis.fema.gov/maps/dec_4883.zip,https://gis.fema.gov/maps/dec_4883.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4883%27,a9d1c141-e366-4eb9-8bc1-1a93ecd93b57,ec5ea0c9e24efbf32359a7ca801e35b52d4b6229,2025-07-23T04:01:33.700Z
4869,2025-05-21T00:00:00.000Z,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES",2025-03-14T00:00:00.000Z,2025-03-19T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,1,,1,,,2025-05-23T00:00:00.000Z,2025-05-23T00:00:00.000Z,,7,0,0,1,0,"2,5,R,W,F,T",2025-04-14T00:00:00.000Z,https://www.fema.gov/disaster/4869,https://gis.fema.gov/maps/dec_4869.zip,https://gis.fema.gov/maps/dec_4869.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4869%27,5de6c01d-6120-4e0a-97a2-b9e8eeee48d3,49e40ce5adf357f6b176490500f2cfec6fdc5504,2025-05-23T14:21:22.967Z
4875,2025-05-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2025-05-16T00:00:00.000Z,2025-05-17T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,1,1,,,,2025-05-23T00:00:00.000Z,2025-07-23T00:00:00.000Z,,4,1,0,1,0,"2,M,W,F,T",2025-05-20T00:00:00.000Z,https://www.fema.gov/disaster/4875,https://gis.fema.gov/maps/dec_4875.zip,https://gis.fema.gov/maps/dec_4875.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4875%27,05950478-04c5-4841-8d4a-2d0bb3ead2b8,698b1ae44e6d2e7381ec10f16e6f6f97bcb7dd50,2025-07-23T03:01:42.095Z
4864,2025-04-24T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",2025-04-02T00:00:00.000Z,2025-05-16T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,1,1,,,,2025-04-25T00:00:00.000Z,2025-07-23T00:00:00.000Z,,4,1,0,1,0,"2,M,W,F,T",2025-04-11T00:00:00.000Z,https://www.fema.gov/disaster/4864,https://gis.fema.gov/maps/dec_4864.zip,https://gis.fema.gov/maps/dec_4864.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4864%27,f395098c-2c1f-4b31-9648-5d4902d7a255,fa517ab4fb186ed2be355484d37e8a9798d705d4,2025-07-23T01:41:45.178Z
4860,2025-02-24T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2025-02-14T00:00:00.000Z,2025-03-07T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,1,1,,,,2025-02-24T00:00:00.000Z,2025-04-09T00:00:00.000Z,,4,1,0,1,1,"2,M,W,F",2025-02-17T00:00:00.000Z,https://www.fema.gov/disaster/4860,https://gis.fema.gov/maps/dec_4860.zip,https://gis.fema.gov/maps/dec_4860.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4860%27,808c6a19-09f2-4628-9089-16acb081befd,8617aa1f0750564b5f1a24bc6f10f410b267fc4b,2025-04-09T14:41:36.005Z
4900,2026-02-18T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Winter Storm,1,,1,,1,2026-02-19T00:00:00.000Z,2026-03-17T00:00:00.000Z,,6,0,0,1,0,5,2026-02-04T00:00:00.000Z,https://www.fema.gov/disaster/4900,https://gis.fema.gov/maps/dec_4900.zip,https://gis.fema.gov/maps/dec_4900.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4900%27,c4a1e52d-d6d5-48cf-a56a-c76f558ca764,336e9a0f37587d1ae4c644050ac5ca7301cf2d6f,2026-03-17T21:21:11.946Z
4880,2025-07-22T00:00:00.000Z,SEVERE WINTER STORM,2025-03-28T00:00:00.000Z,2025-03-30T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Severe Ice Storm,1,1,,1,,2025-07-23T00:00:00.000Z,2026-03-13T00:00:00.000Z,,5,0,0,1,0,"5,O",2025-05-16T00:00:00.000Z,https://www.fema.gov/disaster/4880,https://gis.fema.gov/maps/dec_4880.zip,https://gis.fema.gov/maps/dec_4880.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4880%27,0ab46253-fa61-4708-a0d2-9c3d55027c0e,87878833de4ffcea390ca523af15274926c43eab,2026-03-13T17:01:21.703Z
4894,2025-10-22T00:00:00.000Z,SEVERE STORMS AND STRAIGHT-LINE WINDS,2025-06-21T00:00:00.000Z,2025-06-21T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Straight-Line Winds,,1,,1,,2025-10-23T00:00:00.000Z,2025-10-23T00:00:00.000Z,,5,1,0,1,0,"2,W",2025-08-19T00:00:00.000Z,https://www.fema.gov/disaster/4894,https://gis.fema.gov/maps/dec_4894.zip,https://gis.fema.gov/maps/dec_4894.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4894%27,8d868e59-2af5-4efb-becb-00777cd49c99,23d0dc5bdbbdedf0eab2cfbb5576b241db8600af,2025-10-23T03:41:11.466Z
4899,2026-02-06T00:00:00.000Z,SEVERE WINTER STORM,2026-01-23T00:00:00.000Z,2026-01-27T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Winter Storm,1,,1,,1,2026-02-06T00:00:00.000Z,2026-03-17T00:00:00.000Z,,4,0,0,1,0,5,2026-02-03T00:00:00.000Z,https://www.fema.gov/disaster/4899,https://gis.fema.gov/maps/dec_4899.zip,https://gis.fema.gov/maps/dec_4899.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4899%27,d2ed2496-483d-4866-af1b-b1c43b637b1c,a9dcd14e93f33cce7e77d84dcb41fe0911361bff,2026-03-17T21:01:25.492Z
4874,2025-05-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-03-14T00:00:00.000Z,2025-03-15T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm,1,,1,,1,2025-05-23T00:00:00.000Z,2025-06-25T00:00:00.000Z,,4,1,0,1,0,"2,W,F,T",2025-04-01T00:00:00.000Z,https://www.fema.gov/disaster/4874,https://gis.fema.gov/maps/dec_4874.zip,https://gis.fema.gov/maps/dec_4874.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4874%27,fe02e1ac-b5e2-41d7-9cc7-d49dc4361bb6,e1760c3e57e3e8147b827d0a30ef2380b76926b5,2025-06-25T23:02:07.624Z
4885,2025-07-22T00:00:00.000Z,SEVERE STORMS AND FLOODING,2025-05-23T00:00:00.000Z,2025-05-26T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,1,,1,,1,2025-07-23T00:00:00.000Z,2025-07-23T00:00:00.000Z,,7,0,0,1,0,"W,F",2025-06-21T00:00:00.000Z,https://www.fema.gov/disaster/4885,https://gis.fema.gov/maps/dec_4885.zip,https://gis.fema.gov/maps/dec_4885.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4885%27,c9efd205-7040-45c8-87d7-ad4d4d388a5c,1d8880f9e93dd425ec3cf88179b59d0fc09c0c7a,2025-07-23T04:21:28.434Z
4877,2025-06-09T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-05-16T00:00:00.000Z,2025-05-16T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,1,,1,,1,2025-06-10T00:00:00.000Z,2025-06-10T00:00:00.000Z,,7,1,0,1,0,"2,W,F,T",2025-05-25T00:00:00.000Z,https://www.fema.gov/disaster/4877,https://gis.fema.gov/maps/dec_4877.zip,https://gis.fema.gov/maps/dec_4877.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4877%27,26dcec42-65ac-46c4-8223-c913d61bde49,9dda1609096061695083d972898b4c31e4ca3da8,2025-06-10T03:01:20.784Z
4876,2025-06-09T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-04-29T00:00:00.000Z,2025-04-29T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,1,,1,,1,2025-06-10T00:00:00.000Z,2025-06-10T00:00:00.000Z,,7,0,0,1,0,W,2025-05-19T00:00:00.000Z,https://www.fema.gov/disaster/4876,https://gis.fema.gov/maps/dec_4876.zip,https://gis.fema.gov/maps/dec_4876.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4876%27,692482e2-c96b-4d39-b3ff-49dd97739e15,5241c96ccde8c360066544ef607ece73da4ed7fe,2025-06-10T02:41:23.227Z
4872,2025-05-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2025-03-30T00:00:00.000Z,2025-04-08T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,1,,1,,1,2025-05-23T00:00:00.000Z,2025-10-23T00:00:00.000Z,,7,1,0,1,0,"2,W,Z,F,T",2025-04-30T00:00:00.000Z,https://www.fema.gov/disaster/4872,https://gis.fema.gov/maps/dec_4872.zip,https://gis.fema.gov/maps/dec_4872.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4872%27,fb852308-583b-45fd-a8ae-9b182361e771,fefa5043fa1ed73c8b5c47fabe30f23f2d4d81de,2025-10-23T21:21:22.169Z
4867,2025-05-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES",2025-03-14T00:00:00.000Z,2025-03-15T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,1,,1,,1,2025-05-23T00:00:00.000Z,2025-06-24T00:00:00.000Z,,7,1,0,1,0,"2,R,W,T",2025-04-02T00:00:00.000Z,https://www.fema.gov/disaster/4867,https://gis.fema.gov/maps/dec_4867.zip,https://gis.fema.gov/maps/dec_4867.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4867%27,306e1912-be11-4d6f-b05c-d4f39b708ecd,d73091c80210cd6ced50660d802b05f16b52b3f9,2025-06-24T14:21:59.080Z
4887,2025-09-11T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2025-05-18T00:00:00.000Z,2025-05-22T00:00:00.000Z,Major Disaster,MT,Montana                       ,Flood,1,,1,,1,2025-09-12T00:00:00.000Z,2025-09-12T00:00:00.000Z,,8,0,0,1,0,"2,W,F",2025-07-17T00:00:00.000Z,https://www.fema.gov/disaster/4887,https://gis.fema.gov/maps/dec_4887.zip,https://gis.fema.gov/maps/dec_4887.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4887%27,a4d3667a-9767-4905-8f6c-ae51084a551f,ed8b28495ec224b09c182d00ba76ec1baceb4b6b,2025-09-12T01:41:17.743Z
4896,2025-10-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2025-08-08T00:00:00.000Z,2025-08-10T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm,1,,1,,1,2025-10-23T00:00:00.000Z,2025-10-23T00:00:00.000Z,,7,0,0,1,0,W,2025-09-04T00:00:00.000Z,https://www.fema.gov/disaster/4896,https://gis.fema.gov/maps/dec_4896.zip,https://gis.fema.gov/maps/dec_4896.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4896%27,271116de-d85e-4048-ab55-da6faa53f710,c2dedf429e4ede61274b16fac4ae47fb3b53f977,2025-10-23T03:21:28.225Z
4868,2025-05-21T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2025-03-18T00:00:00.000Z,2025-03-19T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Winter Storm,1,,1,,1,2025-05-23T00:00:00.000Z,2025-06-13T00:00:00.000Z,,7,0,0,1,0,5,2025-04-11T00:00:00.000Z,https://www.fema.gov/disaster/4868,https://gis.fema.gov/maps/dec_4868.zip,https://gis.fema.gov/maps/dec_4868.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4868%27,feb91656-ca32-4293-b52e-a93e4c0ea21f,dc4281936aba2df0ccf3bebcfbde040d04f40a64,2025-06-13T23:02:04.628Z
4886,2025-07-22T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2025-06-23T00:00:00.000Z,2025-08-05T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,,1,,1,,2025-07-23T00:00:00.000Z,2025-08-18T00:00:00.000Z,,6,1,0,1,0,"M,F",2025-07-08T00:00:00.000Z,https://www.fema.gov/disaster/4886,https://gis.fema.gov/maps/dec_4886.zip,https://gis.fema.gov/maps/dec_4886.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4886%27,6c04b4c9-82b3-4b8f-97d3-93a50588b3b6,ad72e2f9542209e818479691421d2c2e9813047a,2025-08-18T21:02:17.439Z
4889,2025-09-11T00:00:00.000Z,TROPICAL DEPRESSION CHANTAL,2025-07-06T00:00:00.000Z,2025-07-07T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Tropical Depression,1,1,,,,2025-09-12T00:00:00.000Z,2025-09-12T00:00:00.000Z,,4,0,0,1,0,"4,8",2025-08-05T00:00:00.000Z,https://www.fema.gov/disaster/4889,https://gis.fema.gov/maps/dec_4889.zip,https://gis.fema.gov/maps/dec_4889.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4889%27,06242426-eeb0-4cd4-aabe-9fea91c2ddca,760e46ace12985ddbc233c078c72a71c44fc2124,2025-09-12T02:21:19.222Z
4895,2025-10-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2025-08-07T00:00:00.000Z,2025-08-08T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Severe Storm,1,,1,,1,2025-10-23T00:00:00.000Z,2025-10-23T00:00:00.000Z,,8,0,0,1,0,"2,W,T",2025-09-04T00:00:00.000Z,https://www.fema.gov/disaster/4895,https://gis.fema.gov/maps/dec_4895.zip,https://gis.fema.gov/maps/dec_4895.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4895%27,e8b9f709-2723-4c22-b209-48f60d5a52a8,af1ad6ed17446bf9a0c6aba98942e50cda17f578,2025-10-23T03:41:11.466Z
4888,2025-09-11T00:00:00.000Z,"SEVERE STORM, TORNADOES, AND STRAIGHT-LINE WINDS",2025-06-20T00:00:00.000Z,2025-06-21T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Severe Storm,1,,1,,1,2025-09-12T00:00:00.000Z,2025-09-12T00:00:00.000Z,,8,0,0,1,0,"2,W,T",2025-07-21T00:00:00.000Z,https://www.fema.gov/disaster/4888,https://gis.fema.gov/maps/dec_4888.zip,https://gis.fema.gov/maps/dec_4888.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4888%27,b6ce6452-0fa5-4eab-a676-25cc54cb8b20,81659aa088743cdb5088f8118aa9b49ab3e95eac,2025-09-12T01:41:17.743Z
